team_year,BPI_Off,BPI_Def,BPI
2013 Delaware,2.6,-2.7,-0.1
2013 Bryant,3.8,-4,-0.2
2013 San Francisco,1.3,-1.6,-0.3
2013 Georgia St.,-0.1,-0.2,-0.4
2013 Southern Illinois,-2.8,2.4,-0.4
2013 Western Kentucky,-1.5,1.1,-0.4
2013 San Diego,-1.8,1.3,-0.4
2013 SMU,-3,2.5,-0.5
2013 Elon,-0.9,0.4,-0.5
2013 Virginia Tech,4.1,-4.7,-0.6
2013 Drexel,-3.2,2.6,-0.6
2013 Gardner Webb,-4.4,3.8,-0.6
2013 Northeastern,1.5,-2.2,-0.7
2013 South Carolina UpSt.,0.2,-0.9,-0.7
2013 Youngstown St.,3,-3.8,-0.8
2013 Toledo,2,-2.8,-0.8
2013 Cal St. Northridge,6,-6.8,-0.9
2013 LIU,7.8,-8.7,-0.9
2013 Towson,0.1,-1.1,-1
2013 Hawaii,0.2,-1.2,-1
2013 Yale,0,-1,-1
2013 South Carolina,1.2,-2.2,-1
2013 High Point,-0.3,-0.8,-1
2013 Auburn,-0.1,-1.1,-1.1
2013 Quinnipiac,1.7,-2.9,-1.2
2013 Cal St. Fullerton,5.9,-7.1,-1.2
2013 Morgan St.,0.3,-1.5,-1.3
2013 Savannah St.,-9.7,8.4,-1.3
2013 Tulsa,0.8,-2.1,-1.4
2013 South Alabama,0.5,-1.9,-1.4
2013 Idaho,1.7,-3.2,-1.4
2013 UNC Asheville,1.4,-2.8,-1.4
2013 Florida International,1.8,-3.3,-1.5
2013 UC Davis,3,-4.5,-1.5
2013 Oakland,5.9,-7.4,-1.5
2013 Long Beach St.,1.3,-2.9,-1.6
2013 Jacksonville St.,-2.4,0.8,-1.6
2013 UIC,-3.7,2,-1.7
2013 Coastal Carolina,-3,1.1,-1.9
2013 Columbia,-5.4,3.5,-2
2013 Buffalo,-0.6,-1.4,-2
2013 Rhode Island,-3.9,1.9,-2
2013 Sam Houston St.,-6.4,4.3,-2.2
2013 Wagner,-0.8,-1.4,-2.2
2013 Morehead St.,2.4,-4.6,-2.2
2013 William & Mary,1,-3.2,-2.2
2013 James Madison,-2.6,0.3,-2.3
2013 Lafayette,0.7,-3,-2.3
2013 Southeast Missouri St.,3,-5.3,-2.3
2013 Marshall,1.1,-3.5,-2.4
2013 Norfolk St.,-1.9,-0.7,-2.5
2013 Little Rock,-2,-0.5,-2.5
2013 Nevada,0.8,-3.4,-2.6
2013 St. Francis (BKN),0.5,-3.2,-2.7
2013 Bowling Green,-4.9,2.2,-2.8
2013 UC Santa Barbara,-2.9,-0.2,-3
2013 Mount St. Mary's,0.7,-3.8,-3.1
2013 NJIT,-2.1,-1.2,-3.3
2013 Missouri St.,-6.1,2.8,-3.3
2013 Wofford,-9,5.7,-3.4
2013 Loyola Marymount,-3.3,-0.2,-3.5
2013 Western Carolina,0.3,-3.8,-3.5
2013 Purdue Fort Wayne,-2.2,-1.4,-3.6
2013 Hartford,-7.4,3.8,-3.6
2013 Stetson,1.1,-4.8,-3.7
2013 North Carolina A&T,-5.7,1.9,-3.7
2013 Florida Atlantic,-2.4,-1.6,-4
2013 Louisiana,1.4,-5.5,-4.1
2013 Cal St. Bakersfield,-1,-3.1,-4.1
2013 Holy Cross,-5.2,1.1,-4.1
2013 North Florida,-1,-3.2,-4.2
2013 Marist,0,-4.2,-4.2
2013 Mississippi St.,-3.7,-0.5,-4.2
2013 Duquesne,1.9,-6.1,-4.3
2013 Brown,-4.9,0.6,-4.3
2013 UTSA,-1.6,-2.9,-4.5
2013 Northern Colorado,0.7,-5.3,-4.6
2013 South Dakota,2.1,-6.8,-4.7
2013 Central Connecticut,3.2,-7.9,-4.7
2013 Pepperdine,-4.6,-0.2,-4.7
2013 New Hampshire,-6.8,2,-4.8
2013 North Dakota,-2.3,-2.7,-5
2013 Cornell,-1.1,-3.9,-5
2013 Ball St.,-2.8,-2.2,-5
2013 North Texas,-2.3,-2.8,-5
2013 Seattle U,-2.5,-2.7,-5.2
2013 Bethune-Cookman,-1.6,-3.6,-5.2
2013 Appalachian St.,0.2,-5.4,-5.2
2013 Tennessee Tech,-4.2,-1,-5.3
2013 Northern Kentucky,-8.8,3.3,-5.5
2013 Hampton,-4.8,-0.7,-5.5
2013 Penn,-3.7,-1.9,-5.5
2013 Old Dominion,-2.2,-3.4,-5.6
2013 Maine,-1.2,-4.5,-5.7
2013 Sacred Heart,1.5,-7.3,-5.7
2013 Texas Tech,-0.8,-5,-5.7
2013 Miami (OH),-3.4,-2.4,-5.8
2013 Nicholls,0,-5.8,-5.8
2013 TCU,-10.5,4.7,-5.8
2013 American,-7.6,1.8,-5.8
2013 Texas St.,2.4,-8.3,-5.9
2013 Sacramento St.,-5.5,-0.4,-5.9
2013 Portland,-5.7,-0.2,-6
2013 Fordham,-0.3,-5.7,-6
2013 Eastern Michigan,-11.4,5.4,-6.1
2013 SE Louisiana,-4.2,-1.9,-6.1
2013 VMI,4.7,-10.9,-6.2
2013 Winthrop,-9.3,3,-6.2
2013 Saint Peter's,-7.7,1.5,-6.2
2013 Central Michigan,0.6,-6.9,-6.3
2013 Jacksonville,-0.7,-5.6,-6.3
2013 San José St,-4.6,-1.7,-6.3
2013 Colgate,-2.5,-3.9,-6.4
2013 Austin Peay,1.8,-8.2,-6.4
2013 Cleveland St.,-3.8,-2.7,-6.5
2013 Liberty,-1.8,-4.7,-6.5
2013 Georgia Southern,-6.6,0,-6.5
2013 Delaware St.,-6.3,-0.4,-6.7
2013 Eastern Washington,0.4,-7.1,-6.7
2013 UNC Greensboro,1,-7.7,-6.8
2013 Troy,-5.6,-1.4,-6.9
2013 Central Arkansas,4.8,-11.8,-7
2013 McNeese,-3.8,-3.3,-7.1
2013 Arkansas Pine Bluff,-5.3,-1.8,-7.1
2013 Utah Valley,-2.3,-4.8,-7.1
2013 Dartmouth,-6.3,-0.8,-7.1
2013 Samford,-6.3,-1,-7.3
2013 Milwaukee,-3.7,-4,-7.6
2013 Chattanooga,-1.3,-6.4,-7.7
2013 Lipscomb,0.4,-8.1,-7.7
2013 Monmouth,-3.9,-3.9,-7.8
2013 Radford,-4.9,-2.9,-7.8
2013 SIU Edwardsville,-5.8,-2,-7.9
2013 UNC Wilmington,-4.5,-3.5,-8
2013 Portland St.,-0.8,-7.3,-8.1
2013 Prairie View A&M,-6,-2.1,-8.1
2013 Eastern Illinois,-8.5,0.2,-8.2
2013 Campbell,-1.6,-6.6,-8.2
2013 Chicago St.,-4.9,-3.6,-8.5
2013 Montana St.,-1,-7.8,-8.8
2013 Hofstra,-8.4,-0.5,-8.8
2013 Texas A&M-CC,-8,-0.8,-8.9
2013 Jackson St.,-2.6,-6.2,-8.9
2013 Southern Utah,-3,-5.9,-8.9
2013 Siena,-6.6,-2.3,-8.9
2013 Navy,-11.9,2.9,-9
2013 Coppin St.,-3.2,-5.9,-9.1
2013 East Tennessee St.,-6.1,-3.3,-9.3
2013 UMBC,-3.5,-6.1,-9.7
2013 UC Riverside,-10,0.2,-9.9
2013 Florida A&M,-3.1,-7,-10.1
2013 UT Rio Grande Valley,-5.3,-5,-10.3
2013 Alcorn St.,-8.8,-1.5,-10.3
2013 Northern Illinois,-12.8,2.5,-10.3
2013 Northern Arizona,-2,-8.5,-10.5
2013 Houston Baptist,-6.4,-4.2,-10.6
2013 Howard,-14.9,3.9,-11.1
2013 Kansas City,-7,-4.4,-11.4
2013 St. Francis (PA),-7,-4.4,-11.4
2013 Idaho St.,-12,0.6,-11.4
2013 Alabama St.,-6.2,-5.4,-11.6
2013 New Orleans,-3.2,-8.5,-11.7
2013 UT Martin,-3.2,-8.6,-11.8
2013 Kennesaw St.,-6.2,-5.6,-11.9
2013 UL Monroe,-6.6,-5.3,-11.9
2013 Rice,-7.7,-4.2,-11.9
2013 The Citadel,-4.4,-7.9,-12.3
2013 Omaha,1.5,-13.9,-12.4
2013 Presbyterian,-6.9,-5.6,-12.5
2013 IUPUI,-2.7,-10,-12.7
2013 Furman,-7.8,-5.3,-13.1
2013 Mississippi Valley St.,-4.4,-8.8,-13.1
2013 Alabama A&M,-6.5,-6.8,-13.2
2013 Fairleigh Dickinson,-3.4,-10,-13.4
2013 South Carolina St.,-7,-6.8,-13.8
2013 Binghamton,-10,-4.5,-14.5
2013 Maryland-Eastern Shore,-9.9,-4.7,-14.6
2013 Longwood,-1.9,-13.2,-15.2
2013 Lamar,-7,-8.5,-15.5
2013 Grambling,-17.2,-10.7,-28
2014 Louisville,10.7,9.4,20.1
2014 Florida,5.2,14,19.2
2014 Duke,13.6,5.2,18.8
2014 Arizona,5.9,11.8,17.7
2014 Virginia,0.2,16.1,16.4
2014 Villanova,8.7,7.5,16.2
2014 Kansas,11,4.8,15.8
2014 Wisconsin,7.8,8,15.8
2014 Michigan,8.7,7,15.7
2014 Pittsburgh,7.1,8.3,15.4
2014 Michigan St.,8.5,6.9,15.4
2014 Kentucky,8.9,6,14.9
2014 Creighton,11.4,3.3,14.8
2014 Wichita St.,5.4,9.2,14.6
2014 Tennessee,5.1,9.4,14.5
2014 Syracuse,1.7,12.6,14.3
2014 Oklahoma St.,10.3,3.8,14.1
2014 Iowa,12.4,1.7,14.1
2014 Ohio St.,2.1,11.8,13.8
2014 UCLA,12,1.8,13.8
2014 San Diego St.,1.8,11.5,13.3
2014 VCU,6.8,6.2,13
2014 Iowa St.,12.8,0,12.9
2014 Gonzaga,7.1,5.7,12.8
2014 Connecticut,4.3,8.5,12.7
2014 Cincinnati,-0.1,12.2,12.1
2014 North Carolina,8.2,3.8,12
2014 Harvard,4.6,7.2,11.8
2014 Oregon,11.7,-0.2,11.4
2014 Arkansas,10.3,1.1,11.4
2014 Baylor,5.8,5.2,11
2014 Louisiana Tech,7.6,3.1,10.7
2014 Florida St.,4.4,5.7,10.1
2014 Arizona St.,7.6,2.4,10.1
2014 Memphis,7.3,2.7,10
2014 SMU,2.6,7.3,9.9
2014 Saint Louis,1,8.9,9.9
2014 Utah,3.4,6.5,9.9
2014 Xavier,5.1,4.5,9.6
2014 St. John's,4.4,5.2,9.5
2014 Oklahoma,11.4,-1.9,9.5
2014 Clemson,-4,13.2,9.2
2014 North Dakota St.,4.9,4.3,9.2
2014 George Washington,3.9,5.2,9.1
2014 New Mexico,5.8,3.3,9.1
2014 Georgetown,3.3,5.8,9.1
2014 Massachusetts,7.6,1.5,9.1
2014 Providence,6.2,2.7,8.8
2014 Dayton,4.5,4.1,8.6
2014 Maryland,4.6,3.9,8.5
2014 Marquette,5.3,3.2,8.4
2014 Kansas St.,0.4,8,8.4
2014 West Virginia,7.9,0.4,8.3
2014 Texas,5,3.3,8.3
2014 Missouri,6.1,1.9,8
2014 California,3.8,4.1,7.9
2014 LSU,6.2,1.6,7.8
2014 BYU,10.8,-3.2,7.6
2014 Saint Mary's,1.9,5.7,7.6
2014 Saint Joseph's,3.8,3.6,7.4
2014 Stanford,4.5,3,7.4
2014 Indiana,4.1,3.2,7.4
2014 Boise St.,5.7,1.6,7.3
2014 Iona,11.7,-4.3,7.3
2014 Southern Miss,1.5,5.8,7.3
2014 New Mexico St.,5.1,1.9,7
2014 UNLV,3,4,7
2014 North Carolina Central,0.5,6.4,6.9
2014 Manhattan,5,1.9,6.9
2014 Mercer,4.6,2.2,6.9
2014 Illinois,-2.2,9.1,6.8
2014 Seton Hall,3.4,3.4,6.7
2014 Minnesota,3.7,3,6.7
2014 Colorado,2.5,4.2,6.7
2014 Alabama,0,6.5,6.5
2014 Mississippi,6.6,-0.4,6.2
2014 NC St.,4.7,1.5,6.2
2014 Cleveland St.,2.2,4,6.2
2014 Green Bay,1.8,4.2,6
2014 Georgia,0.3,5.6,5.9
2014 Georgia St.,5.6,0.2,5.8
2014 Notre Dame,4.5,1.3,5.8
2014 Butler,0.1,5.6,5.7
2014 Nebraska,0.5,5.2,5.7
2014 Purdue,5,0.7,5.6
2014 Middle Tennessee,-0.1,5.6,5.5
2014 Stephen F. Austin,0.6,4.8,5.5
2014 Vermont,-0.7,6.2,5.4
2014 St. Bonaventure,3.2,2,5.2
2014 Richmond,-1.5,6.5,5.1
2014 Northern Iowa,3.8,1.2,5
2014 Penn St.,3.3,1.7,5
2014 Toledo,8.4,-3.5,4.9
2014 La Salle,0.2,4.4,4.6
2014 Wake Forest,2.5,2,4.5
2014 UC Santa Barbara,0.7,3.7,4.4
2014 Belmont,7.3,-3.1,4.3
2014 Texas A&M,-3.4,7.6,4.2
2014 Tulsa,1.8,2.4,4.2
2014 Oregon St.,5.2,-1.1,4.1
2014 UC Irvine,-1.8,5.9,4.1
2014 Georgia Tech,0,4.1,4.1
2014 Delaware,8.6,-4.5,4.1
2014 Buffalo,3.2,0.8,4
2014 Eastern Kentucky,4.3,-0.3,4
2014 Texas Tech,-0.6,4.5,3.9
2014 Vanderbilt,-3,6.9,3.9
2014 Drexel,0.6,3.2,3.8
2014 Ohio,0.9,2.8,3.7
2014 South Carolina,1.1,2.6,3.7
2014 San Francisco,3.3,0.3,3.6
2014 Miami FL,-5.3,8.8,3.5
2014 Princeton,0.2,3.1,3.3
2014 Utah St.,0.9,2.4,3.3
2014 Davidson,7,-3.7,3.3
2014 UTEP,-1.5,4.7,3.2
2014 Washington,5.7,-2.5,3.1
2014 Louisiana,6.4,-3.3,3.1
2014 Auburn,2.6,0.3,2.9
2014 Western Michigan,1.2,1.6,2.8
2014 Indiana St.,0.7,1.8,2.6
2014 Boston University,1.5,1,2.6
2014 Colorado St.,3.1,-0.6,2.5
2014 Wright St.,-4.8,7.3,2.5
2014 Eastern Michigan,-5.2,7.6,2.5
2014 Weber St.,0.1,2.4,2.4
2014 Akron,-0.8,3.2,2.4
2014 Charleston Southern,5,-2.6,2.4
2014 Portland,3.4,-1.1,2.3
2014 Boston College,3,-0.9,2.2
2014 Canisius,5.9,-3.9,2.1
2014 Wyoming,-4.9,6.9,2
2014 Northwestern,-7.2,9.1,1.9
2014 Valparaiso,-0.9,2.7,1.8
2014 Denver,-3.1,4.9,1.8
2014 Hawaii,4.9,-3.1,1.8
2014 American,-6.7,8.3,1.6
2014 Columbia,-2.2,3.8,1.6
2014 George Mason,0.5,0.9,1.4
2014 Fresno St.,2.9,-1.5,1.4
2014 Duquesne,4.1,-2.6,1.4
2014 Southern,-2.5,3.9,1.4
2014 Towson,1.5,-0.2,1.3
2014 Quinnipiac,5.9,-4.6,1.3
2014 Murray St.,2.9,-1.7,1.3
2014 Purdue Fort Wayne,4.2,-2.9,1.2
2014 Arkansas St.,2.5,-1.4,1.2
2014 Rhode Island,-1.9,2.9,1.1
2014 Temple,5,-4.1,0.9
2014 Missouri St.,-0.3,1.2,0.9
2014 Youngstown St.,4.6,-3.7,0.9
2014 Santa Clara,0.8,0,0.8
2014 Nevada,2.8,-2,0.8
2014 Pacific,3.6,-2.9,0.7
2014 South Carolina UpSt.,0,0.7,0.7
2014 South Dakota St.,1,-0.4,0.6
2014 Holy Cross,-2.5,3,0.5
2014 Milwaukee,0.8,-0.3,0.5
2014 Virginia Tech,-3.8,4.3,0.5
2014 Stony Brook,-0.9,1.2,0.3
2014 Illinois St.,-1.2,1.5,0.3
2014 UCF,2.9,-2.8,0.2
2014 Kent St.,-0.5,0.7,0.2
2014 William & Mary,2.5,-2.4,0.1
2014 Yale,-3.4,3.3,0
2014 Bucknell,-4.2,4.2,0
2014 Brown,-0.4,0.4,0
2014 UAB,1,-1,0
2014 Charlotte,1.1,-1.1,0
2014 Houston,2.6,-2.6,-0.1
2014 San Diego,-4.1,4,-0.1
2014 Sam Houston St.,1.5,-1.6,-0.1
2014 Western Kentucky,-2.5,2.3,-0.2
2014 Drake,-1.3,1,-0.2
2014 Morehead St.,2.1,-2.4,-0.3
2014 Wofford,-6.6,6.2,-0.4
2014 Omaha,5.4,-5.9,-0.5
2014 USC,1.5,-2.1,-0.5
2014 Detroit Mercy,-0.1,-0.6,-0.7
2014 Long Beach St.,-1,0.3,-0.7
2014 Siena,-2.1,1.2,-0.9
2014 Albany,-4.4,3.4,-1
2014 DePaul,1.4,-2.4,-1
2014 Southern Illinois,-2.9,1.9,-1
2014 Robert Morris,-0.3,-0.8,-1.1
2014 Bowling Green,-6.3,5.1,-1.2
2014 Florida Gulf Coast,-2.7,1.5,-1.2
2014 Oakland,4.3,-5.6,-1.3
2014 Elon,0.3,-1.6,-1.3
2014 Oral Roberts,-1.1,-0.2,-1.3
2014 Pepperdine,0,-1.4,-1.4
2014 Colgate,-0.9,-0.4,-1.4
2014 Cal St. Bakersfield,-2.1,0.5,-1.6
2014 St. Francis (BKN),-3.3,1.6,-1.7
2014 Loyola Marymount,2.8,-4.6,-1.8
2014 Mississippi St.,-1.7,-0.1,-1.8
2014 Coastal Carolina,-2.9,1.1,-1.8
2014 Old Dominion,-5.3,3.5,-1.9
2014 Utah Valley,-4.5,2.6,-1.9
2014 Northeastern,-2.5,0.6,-1.9
2014 Rutgers,1.7,-3.8,-2
2014 Rider,2.2,-4.3,-2
2014 Dartmouth,-3.2,1.2,-2.1
2014 Northwestern St.,8.9,-11,-2.1
2014 Montana,-1.9,-0.2,-2.1
2014 Eastern Washington,4.1,-6.2,-2.1
2014 Hampton,-0.2,-1.9,-2.1
2014 Cal Poly,-8.2,6.1,-2.1
2014 Northern Colorado,1.2,-3.4,-2.1
2014 Wagner,-2.9,0.7,-2.2
2014 Washington St.,-5.8,3.6,-2.2
2014 Southeast Missouri St.,6,-8.3,-2.2
2014 VMI,10.2,-12.5,-2.3
2014 South Florida,-2.5,0.2,-2.4
2014 Gardner Webb,-1.5,-1,-2.5
2014 Bryant,0.9,-3.4,-2.5
2014 Northern Illinois,-8.1,5.6,-2.5
2014 UT Arlington,4.1,-6.6,-2.5
2014 Cal St. Northridge,5.2,-8,-2.8
2014 UNC Asheville,2.6,-5.6,-2.9
2014 Seattle U,-1.6,-1.3,-2.9
2014 East Carolina,0.4,-3.4,-3
2014 Fordham,3.1,-6.2,-3.1
2014 Marist,-2.7,-0.4,-3.1
2014 Western Carolina,0.3,-3.5,-3.1
2014 Winthrop,-0.2,-3,-3.2
2014 Miami (OH),-4.2,0.9,-3.3
2014 Idaho St.,-2.1,-1.2,-3.3
2014 Bradley,-6,2.7,-3.3
2014 Radford,1.8,-5.1,-3.3
2014 Morgan St.,-0.2,-3.1,-3.3
2014 Hartford,-5.2,1.8,-3.3
2014 Cal St. Fullerton,-1.4,-2,-3.4
2014 Texas Southern,3.9,-7.2,-3.4
2014 Little Rock,-0.5,-3,-3.5
2014 North Dakota,2.3,-5.8,-3.5
2014 Marshall,0.3,-3.8,-3.5
2014 Evansville,-1,-2.6,-3.6
2014 College of Charleston,-7.3,3.7,-3.7
2014 East Tennessee St.,2.2,-5.9,-3.7
2014 Saint Peter's,-8.5,4.6,-3.8
2014 UL Monroe,-6.7,2.9,-3.8
2014 Lehigh,-4.1,0.2,-3.9
2014 Army,0.8,-4.7,-3.9
2014 North Florida,0.7,-4.6,-4
2014 Northern Arizona,-4.7,0.6,-4
2014 Tennessee Tech,-1.8,-2.3,-4.1
2014 Florida International,-2.7,-1.4,-4.1
2014 South Dakota,-1.7,-2.3,-4.1
2014 Air Force,-4.6,0.5,-4.1
2014 Central Michigan,1.3,-5.4,-4.1
2014 TCU,-5.4,1.2,-4.2
2014 Idaho,1.3,-5.6,-4.2
2014 Florida Atlantic,-4.9,0.6,-4.3
2014 Mount St. Mary's,4,-8.4,-4.3
2014 Western Illinois,-10.5,6.1,-4.4
2014 Loyola Chicago,-4.2,-0.3,-4.5
2014 Hofstra,-1.3,-3.2,-4.5
2014 Fairfield,-6.5,1.9,-4.6
2014 Portland St.,-0.4,-4.3,-4.6
2014 South Alabama,-3.1,-1.5,-4.7
2014 James Madison,-5.2,0.5,-4.7
2014 High Point,-2.1,-2.6,-4.7
2014 Penn,-2,-2.8,-4.8
2014 Grand Canyon,-1,-3.8,-4.8
2014 Liberty,-4,-0.9,-4.9
2014 Sacramento St.,-3.8,-1.2,-5.1
2014 Monmouth,-3.6,-1.6,-5.2
2014 Niagara,2.6,-7.8,-5.2
2014 Lafayette,1.1,-6.3,-5.2
2014 Troy,-3.2,-2.1,-5.3
2014 Texas A&M-CC,-5.7,0.4,-5.3
2014 Chattanooga,-0.1,-5.4,-5.4
2014 Lipscomb,1.7,-7.2,-5.4
2014 UIC,-3.2,-2.3,-5.6
2014 North Texas,-2.1,-3.5,-5.6
2014 NJIT,-2.1,-3.8,-5.9
2014 Montana St.,-4.6,-1.5,-6.1
2014 Austin Peay,1,-7.1,-6.1
2014 Savannah St.,-9.7,3.3,-6.4
2014 Norfolk St.,-2.2,-4.4,-6.6
2014 UC Riverside,-3.9,-2.8,-6.6
2014 UNC Wilmington,-7.7,1,-6.7
2014 Ball St.,-3.7,-3.2,-6.9
2014 Jackson St.,-6.3,-0.8,-7
2014 Tennessee St.,-3.4,-3.7,-7.1
2014 Texas St.,-9.6,2.5,-7.1
2014 Navy,-9.4,2.1,-7.3
2014 Incarnate Word,-1,-6.4,-7.4
2014 Georgia Southern,-3.7,-3.8,-7.6
2014 Delaware St.,-10.1,2.4,-7.7
2014 Loyola MD,-4.3,-3.5,-7.8
2014 Alabama St.,-4.3,-3.7,-8
2014 Kansas City,-3,-5,-8
2014 Tulane,-7.2,-0.8,-8
2014 UT Rio Grande Valley,-5.6,-2.5,-8.1
2014 Northern Kentucky,-4.6,-3.6,-8.2
2014 Jacksonville,0.5,-8.8,-8.3
2014 Florida A&M,-2,-6.4,-8.4
2014 Eastern Illinois,-5.3,-3.1,-8.4
2014 Coppin St.,-2.1,-6.4,-8.5
2014 SIU Edwardsville,-2.2,-6.2,-8.5
2014 San José St,-6.1,-2.5,-8.5
2014 UNC Greensboro,-3.2,-5.4,-8.6
2014 Jacksonville St.,-7.8,-0.8,-8.6
2014 Nicholls,-5.1,-3.5,-8.6
2014 SE Louisiana,-5.1,-3.7,-8.8
2014 Alabama A&M,-8.7,-0.1,-8.8
2014 Chicago St.,-1.8,-7,-8.9
2014 UMass Lowell,-7.9,-1.1,-9
2014 New Orleans,-3.2,-5.8,-9
2014 UC Davis,-1.5,-7.9,-9.5
2014 Sacred Heart,-3.1,-6.4,-9.5
2014 McNeese,-4.2,-5.5,-9.7
2014 Rice,-8.6,-1.2,-9.8
2014 IUPUI,-5,-4.9,-9.9
2014 Fairleigh Dickinson,-3.3,-6.6,-9.9
2014 Central Connecticut,-2.2,-7.7,-10
2014 Alcorn St.,-9.3,-0.8,-10
2014 Campbell,-6.4,-3.8,-10.2
2014 Abilene Christian,-6.3,-3.9,-10.2
2014 UTSA,-2.6,-7.7,-10.3
2014 LIU,-0.3,-10.1,-10.3
2014 Appalachian St.,-6.6,-3.8,-10.4
2014 St. Francis (PA),-9.8,-0.7,-10.5
2014 Arkansas Pine Bluff,-8.8,-1.7,-10.6
2014 New Hampshire,-12.8,2.2,-10.6
2014 UT Martin,-0.9,-9.9,-10.8
2014 Samford,-3.5,-7.3,-10.8
2014 Central Arkansas,-0.4,-10.4,-10.9
2014 UMBC,-5.6,-5.3,-10.9
2014 Prairie View A&M,-3.3,-7.7,-11
2014 Bethune-Cookman,-8.1,-3,-11
2014 North Carolina A&T,-6,-5.1,-11.1
2014 Lamar,-5,-6.7,-11.7
2014 Kennesaw St.,-7.7,-4.1,-11.7
2014 Houston Baptist,-5.5,-6.2,-11.7
2014 Maine,0.5,-12.6,-12.2
2014 Stetson,-9,-3.2,-12.2
2014 Maryland-Eastern Shore,-5.4,-7,-12.4
2014 Binghamton,-9.1,-3.6,-12.7
2014 Cornell,-4.6,-8.2,-12.7
2014 Howard,-10.2,-2.6,-12.7
2014 South Carolina St.,-8.4,-4.5,-12.9
2014 The Citadel,-6.9,-6.6,-13.4
2014 Furman,-7.9,-5.6,-13.5
2014 Mississippi Valley St.,-2.5,-11.6,-14.1
2014 Longwood,-5,-9.8,-14.8
2014 Presbyterian,-8.3,-7,-15.3
2014 Southern Utah,-11.3,-4.9,-16.2
2014 Grambling,-7.5,-12,-19.5
2015 Kentucky,10.3,13.6,23.9
2015 Duke,16.4,6,22.4
2015 Wisconsin,10.4,11.3,21.7
2015 Virginia,1.9,17.7,19.6
2015 Arizona,10.7,8.9,19.6
2015 Villanova,10.8,8.5,19.3
2015 North Carolina,14.9,2.9,17.8
2015 Gonzaga,11.5,4.9,16.4
2015 Ohio St.,9.7,6.6,16.3
2015 Utah,5,11.3,16.2
2015 Notre Dame,13,2.8,15.8
2015 Louisville,5.1,9.8,14.8
2015 Kansas,8.9,5.5,14.4
2015 Oklahoma,7.4,6.6,13.9
2015 Iowa St.,12.7,1.1,13.8
2015 Michigan St.,7.6,6.2,13.7
2015 Wichita St.,5.1,8.6,13.7
2015 Baylor,4.8,8.8,13.6
2015 Butler,3.5,9.3,12.8
2015 Texas,4,8.5,12.5
2015 Iowa,5.6,6.5,12.1
2015 VCU,8.3,3.7,12
2015 Northern Iowa,0.9,10.9,11.8
2015 West Virginia,8,3.5,11.5
2015 Syracuse,4.3,6.4,10.7
2015 Maryland,4.1,6.4,10.5
2015 NC St.,6.4,4,10.4
2015 Providence,5.8,4.6,10.4
2015 Georgetown,6,4.3,10.4
2015 Davidson,11.2,-0.9,10.3
2015 BYU,14.6,-4.4,10.2
2015 Florida,0.4,9.8,10.2
2015 Arkansas,10.4,-0.4,10
2015 Purdue,4.6,5.3,9.9
2015 SMU,3.3,6.5,9.8
2015 Illinois,4.8,4.9,9.7
2015 Indiana,11.5,-1.9,9.7
2015 Miami FL,4.4,5.3,9.7
2015 Oklahoma St.,3.6,6,9.5
2015 Xavier,8.4,1.1,9.5
2015 Dayton,2.7,6.7,9.4
2015 St. John's,6.3,2.9,9.2
2015 Richmond,2,6.9,8.9
2015 Stephen F. Austin,6.9,1.9,8.8
2015 Cincinnati,-2.3,11,8.7
2015 Georgia,3.9,4.8,8.6
2015 Minnesota,7.7,0.8,8.5
2015 Mississippi,7.3,0.9,8.3
2015 Old Dominion,-1.5,9.6,8.2
2015 Rhode Island,1.5,6.6,8.1
2015 Boise St.,4.2,3.9,8.1
2015 Texas A&M,2.5,5.6,8.1
2015 TCU,2.2,5.8,8
2015 Vanderbilt,5,2.9,7.8
2015 LSU,7,0.8,7.8
2015 San Diego St.,-3.3,11,7.7
2015 Georgia St.,4,3.6,7.7
2015 Connecticut,1.5,6.2,7.7
2015 Murray St.,9.9,-2.3,7.5
2015 Buffalo,7.1,0.4,7.5
2015 Michigan,1.6,5.5,7.1
2015 George Washington,1,6.1,7.1
2015 Temple,1.6,5.4,7
2015 Colorado St.,5.7,1.3,6.9
2015 North Carolina Central,-0.5,7.4,6.8
2015 Alabama,2.2,4.6,6.7
2015 Illinois St.,2.7,4,6.6
2015 Yale,1.6,5,6.6
2015 South Carolina,-0.1,6.5,6.5
2015 Sam Houston St.,1.3,5,6.3
2015 Memphis,2.5,3.8,6.2
2015 Kansas St.,0,6.2,6.2
2015 Harvard,-1.7,7.8,6.1
2015 Pittsburgh,2,4,6
2015 Stanford,6,0,6
2015 Hofstra,9,-3.1,6
2015 Saint Mary's,2.5,3.3,5.9
2015 Penn St.,3,2.7,5.7
2015 Seton Hall,4,1.8,5.7
2015 Valparaiso,0.6,5.1,5.7
2015 Green Bay,0.6,4.9,5.5
2015 Arizona St.,4.1,1.4,5.5
2015 Clemson,-2.5,7.8,5.3
2015 UC Irvine,1.3,4,5.3
2015 Georgia Tech,-0.1,5.3,5.2
2015 Central Michigan,7.7,-2.5,5.2
2015 Louisiana Tech,4.2,0.9,5.1
2015 Toledo,7.3,-2.2,5
2015 La Salle,-0.6,5.6,5
2015 Iona,10.9,-6.1,4.9
2015 UCLA,5.8,-1,4.8
2015 Eastern Kentucky,2.5,2.3,4.8
2015 UNLV,4.2,0.5,4.8
