team_year,ovr_rating_bpi,ovr_rating_kenpom,ovr_rating_torvik,wab,off_rating_bpi,off_rating_kenpom,off_rating_torvik,def_rating_bpi,def_rating_kenpom,def_rating_torvik
2022 Saint Mary's,11.8,19.8082,0.887268122,3.936161014,4.5,109.764,107.8090849,7.3,89.9554,90.1034891
2023 Saint Mary's,12.2,21.896,0.930594029,3.404087453,4.6,113.47,111.6893454,7.6,91.5736,89.12101893
2011 Saint Peter's,1.6,3.24183,0.567213786,-5.736611698,-6,95.0018,93.64925827,7.6,91.7599,91.47223009
2022 Saint Peter's,4.8,4.27548,0.60438683,-5.566713756,-1.5,98.7512,97.60613761,6.3,94.4758,94.07479478
2010 Sam Houston St.,5.7,7.06873,0.692717875,-2.309066151,6.9,110.763,110.2286397,-1.2,103.694,102.7063121
2008 San Diego,2,4.53284,0.614475921,-3.920455353,-1.7,101.501,98.61047942,3.7,96.9684,94.69312089
2010 San Diego St.,7.4,17.3175,0.848900861,1.437909473,2.3,111.49,109.892798,5.2,94.1721,94.57733202
2011 San Diego St.,15.6,25.6096,0.928852673,8.736837474,6.6,113.834,112.3493539,9,88.2242,89.85567564
2012 San Diego St.,6.5,12.4935,0.773985308,2.922450013,3.1,107.254,104.8974562,3.4,94.7608,94.24934568
2013 San Diego St.,10.8,18.5799,0.880166756,0.492711614,4.8,107.707,105.5303728,6,89.1276,88.73075946
2014 San Diego St.,13.3,19.8236,0.887345627,6.061707273,1.8,109.055,108.4172807,11.5,89.2312,90.60569326
2015 San Diego St.,7.7,16.2186,0.869707831,1.511447736,-3.3,104.401,102.4728199,11,88.1829,86.87942599
2018 San Diego St.,8.8,14.1504,0.841639203,-1.543057318,3.6,111.286,110.4923066,5.1,97.1358,95.553582
2021 San Diego St.,12.2,21.296,0.926597615,3.079343367,5.3,110.835,111.2638407,6.9,89.5391,89.24814065
2022 San Diego St.,10.6,18.151,0.863506915,2.617516333,0.3,104.106,101.391598,10.3,85.9549,86.36470642
2023 San Diego St.,12.6,20.2549,0.918564348,5.653770094,4.6,111.929,111.2914351,8,91.6744,90.14835965
2022 San Francisco,10.6,18.3679,0.878057418,1.633433771,5.4,110.756,109.4369972,5.1,92.3886,92.17443197
2016 Seton Hall,11,17.6691,0.892094073,5.301528119,4.7,111.433,111.1522331,6.2,93.7641,92.5011841
2017 Seton Hall,8.4,13.9487,0.81352112,2.652514423,4.1,109.8,108.5677821,4.3,95.8517,95.51497623
2018 Seton Hall,11.7,17.3352,0.8868277,2.463499783,7.7,116.335,116.3162168,4,98.9994,97.25065155
2019 Seton Hall,7.7,12.9072,0.77128025,-0.285603134,3.1,109.303,107.7697678,4.6,96.3961,96.9598325
2022 Seton Hall,9.6,14.967,0.825621685,1.930861606,4,108.487,106.7828944,5.6,93.5199,93.27836803
2008 Siena,5.1,6.75339,0.671273817,-3.777395323,6.1,108.144,106.3972336,-1,101.391,99.99266111
2009 Siena,7.7,11.6737,0.78127678,0.265940989,8.9,110.158,108.9449575,-1.3,98.4844,97.52770427
2010 Siena,9.6,13.9156,0.803982613,1.092522599,7.5,109.569,108.239087,2.1,95.6534,95.73790967
2015 SMU,9.8,18.0372,0.866534111,3.296193748,3.3,113.524,111.1893555,6.5,95.4867,94.49708177
2017 SMU,15.5,25.2591,0.939904521,6.413618301,10.3,120.073,118.7108674,5.2,94.8141,93.46378253
2008 South Alabama,6.1,12.6239,0.794084214,-0.253127176,4,112.779,110.4828901,2.1,100.155,98.24786465
2017 South Carolina,11.4,17.0302,0.885469045,1.662871774,2,105.546,105.1807916,9.4,88.5163,88.0434924
2012 South Dakota St.,6.7,11.7129,0.767032721,-0.409898325,7,113.756,111.6863507,-0.3,102.043,100.6928079
2013 South Dakota St.,4.7,7.16609,0.649751391,-3.027003558,4.8,112.586,110.000742,-0.2,105.42,104.2459096
2016 South Dakota St.,6.3,9.58182,0.744647609,-1.032934764,3.7,110.826,110.4974506,2.6,101.245,100.6778475
2017 South Dakota St.,-1,-1.33359,0.422717981,-9.794553835,3.1,110.782,108.4811715,-4.1,112.116,111.4609725
2018 South Dakota St.,5.9,10.5907,0.789903607,0.627471661,6,114.629,113.3768006,-0.1,104.038,101.0440338
2022 South Dakota St.,7.8,11.4429,0.761230628,1.486189158,9,116.763,115.0221516,-1.2,105.32,103.9909644
2012 South Florida,6.5,11.4773,0.778870723,0.010888613,-5.2,102.792,101.4416562,11.7,91.3144,90.92155219
2023 Southeast Missouri St.,-4.4,-7.21197,0.286526452,-11.65580451,-2.5,100.937,98.74144202,-1.9,108.149,106.8938657
2013 Southern,1.1,-0.292737,0.459247097,-5.526752854,-2.9,99.0012,96.14639596,4,99.294,97.52204208
2016 Southern,-3.4,-5.31079,0.337839333,-7.957354694,-2.5,100.906,99.98197762,-0.9,106.217,106.0071215
2012 Southern Miss,7.2,11.2651,0.782084942,1.273412869,4.7,111.225,110.2450341,2.5,99.9599,98.65090269
2012 St. Bonaventure,7.4,11.5887,0.806750819,-1.044352676,3.5,110.138,108.769889,3.9,98.5497,96.05977751
2018 St. Bonaventure,8,11.1954,0.745631212,1.399104799,4.2,112.288,110.2609898,3.8,101.093,100.4171638
2021 St. Bonaventure,11.3,20.8204,0.889846539,1.884384584,5.2,111.309,110.1353689,6.2,90.4885,91.83953649
2011 St. John's,8.6,16.8263,0.875410823,3.077847134,4,110.496,110.137692,4.7,93.6698,92.96235928
2015 St. John's,9.2,14.3233,0.857526271,2.216043525,6.3,110.125,109.6366269,2.9,95.8018,93.79333052
2019 St. John's,6.2,8.75182,0.735834255,-1.083186264,4,109.671,109.1091562,2.3,100.92,99.80997256
2008 Stanford,14.1,23.9361,0.933361694,6.734747215,5.5,113.328,111.4861423,8.6,89.3924,88.62175872
2014 Stanford,7.4,15.9959,0.834401884,1.158038739,4.5,113.435,112.5337955,3,97.4392,97.77136361
2009 Stephen F. Austin,5.5,6.73718,0.675316377,-2.395832387,-5.4,97.6543,95.81193401,10.8,90.9171,89.90075824
2014 Stephen F. Austin,5.5,10.7884,0.751162612,1.832332847,0.6,111.44,110.7915881,4.8,100.651,100.6429723
2015 Stephen F. Austin,8.8,14.0106,0.799343997,1.476808371,6.9,114.494,111.5855216,1.9,100.484,98.94855385
2016 Stephen F. Austin,9.5,14.405,0.771683068,-1.062739563,3.1,111.339,108.4666917,6.5,96.9336,97.56746377
2018 Stephen F. Austin,3.5,5.56289,0.65186384,-1.852427917,0.1,104.983,103.4085771,3.4,99.4206,97.91944234
2016 Stony Brook,8.1,8.53773,0.695587528,-0.957636521,1.5,107.481,106.0597998,6.6,98.9433,98.70588208
2009 Syracuse,13.8,21.693,0.920141075,5.910438918,13.4,116.963,115.6855212,0.4,95.2698,93.53452988
2010 Syracuse,18.8,27.5886,0.95304255,7.533918834,13.4,118.167,116.6844999,5.5,90.5783,89.81017356
2011 Syracuse,14.6,22.6298,0.919299157,5.987500008,7.2,114.248,113.523282,7.3,91.6187,91.87736293
2012 Syracuse,18.3,25.5085,0.94487565,10.81057997,9.9,116.026,115.366241,8.4,90.5173,90.10972888
2013 Syracuse,15,22.5652,0.935796613,5.124298478,7,114.546,113.4237484,8,91.9806,89.85026057
2014 Syracuse,14.3,21.5042,0.917786402,7.89631291,1.7,114.707,115.3442805,12.6,93.2029,93.51541331
2016 Syracuse,11,15.8501,0.86027226,-0.295160634,1.5,111.357,110.811093,9.5,95.507,94.61147703
2018 Syracuse,9.4,13.5929,0.823210102,-0.433562396,1.2,107.705,106.1582309,8.3,94.1122,92.86714317
2019 Syracuse,10.5,16.3,0.859741152,0.509862428,3.8,110.213,109.3989999,6.7,93.9133,93.4416568
2021 Syracuse,10.9,16.2268,0.837924655,0.529961365,6.8,113.82,112.1939097,4.2,97.5937,97.25833858
2018 TCU,12.3,18.9201,0.882271224,2.20380134,9.6,120.625,120.2305817,2.7,101.705,100.9142238
2022 TCU,10.5,14.909,0.841544744,2.924316129,4,108.261,107.3776155,6.5,93.3525,92.86572337
2023 TCU,11.6,18.0633,0.872237178,2.241294776,5,112.366,110.3751295,6.6,94.3027,93.39625845
2008 Temple,7,12.4365,0.784784226,-1.706029077,4.7,112.696,110.6038254,2.3,100.26,98.83513301
2009 Temple,9.7,14.3226,0.822942954,-0.355718638,2.7,109.311,107.4778754,7,94.9885,94.03656728
2010 Temple,12,21.0266,0.910787511,5.436252707,-1.1,107.306,106.1630167,13.1,86.2797,86.74308572
2011 Temple,10.7,16.988,0.858481836,2.194818128,4.1,109.724,107.8834128,6.6,92.7362,92.23054396
2012 Temple,9.8,15.5352,0.864716193,4.215442786,8.3,114.086,113.0089904,1.5,98.5508,96.17416092
2013 Temple,7.9,11.9609,0.799759675,1.566491271,6.2,111.464,109.9833208,1.8,99.5026,97.50580767
2016 Temple,5.9,8.34785,0.716699355,-0.04168497,0.5,106.619,106.3152769,5.4,98.2712,98.07186138
2019 Temple,6.6,9.3923,0.785476595,1.960978976,3.7,108.851,109.2465916,2.9,99.4587,97.58748098
2008 Tennessee,16.1,22.3372,0.935274856,9.194539261,13.3,117.787,116.2974485,2.8,95.4494,92.19603698
2009 Tennessee,12.6,16.5817,0.87521817,1.347444993,11.1,114.801,114.1278232,1.5,98.2193,96.3450402
2010 Tennessee,13.8,17.3928,0.882153731,3.892389132,7.1,106.604,106.6789424,6.7,89.2115,89.54860762
2011 Tennessee,9,13.3636,0.849769438,-1.061731678,4.4,107.96,109.1109447,4.7,94.5968,93.84903477
2014 Tennessee,14.5,21.7438,0.923116409,0.408574003,5.1,115.185,116.1521915,9.4,93.4414,93.57601688
2018 Tennessee,14.4,22.1486,0.92207746,6.393945889,6,114.839,114.1776487,8.3,92.6901,92.10170656
2019 Tennessee,17.1,26.98,0.950459097,9.824566196,11.4,122.479,122.8726952,5.7,95.4987,95.03702188
2021 Tennessee,13.3,21.0624,0.914852642,2.341861771,5,108.804,108.4718472,8.3,87.7414,88.23669088
2022 Tennessee,18,25.2399,0.937979383,7.9553294,7.1,111.439,110.088966,10.9,86.1987,86.92904422
2023 Tennessee,18.3,24.7052,0.948820026,2.81013826,5.7,112.675,111.0606031,12.5,87.97,86.15725875
2008 Texas,13.7,24.8513,0.941879856,8.403004619,9.4,119.757,119.9919129,4.3,94.9061,94.18101857
2009 Texas,11.5,18.5075,0.898841899,2.647413765,5.8,110.7,109.8072534,5.7,92.1925,90.81067127
2010 Texas,14.2,20.6323,0.916491039,3.832194118,12.3,113.444,113.1913423,1.9,92.8117,91.9060429
2011 Texas,16.1,26.7252,0.952073257,5.40666869,8,114.882,113.6861183,8.1,88.1564,87.66572596
2012 Texas,10.3,16.5122,0.836782958,0.831451112,6.3,113.26,110.8584656,4,96.748,96.17075129
2014 Texas,8.3,14.9889,0.852864046,3.651929527,5,110.262,110.8440285,3.3,95.2735,95.13722412
2015 Texas,12.5,20.1184,0.899863597,0.77376868,4,112.877,110.6126196,8.5,92.759,91.38696806
2016 Texas,9.6,17.1061,0.859968179,3.074604678,2.7,112.821,111.5352463,7,95.7146,95.25069682
2018 Texas,10,15.4577,0.862442651,1.365738653,3.2,109.372,108.4957174,6.8,93.914,92.48830481
2021 Texas,12.4,20.5822,0.91112496,4.153460997,6.7,113.848,113.5722451,5.7,93.2661,92.76341346
2022 Texas,13.9,20.4063,0.917244008,3.357670578,6,111.812,111.5513699,7.8,91.4059,90.49669034
2023 Texas,16.8,24.5707,0.929556128,7.535388851,8.4,116.581,114.5958888,8.4,92.0106,91.56724188
2008 Texas A&M,12.3,19.6026,0.918161592,3.079784781,4.1,112.029,112.5267306,8.2,92.4268,91.19156354
2009 Texas A&M,7.8,14.3716,0.833323001,1.905666684,3.9,112.024,110.6016871,3.8,97.6525,96.15780938
2010 Texas A&M,11.2,20.1487,0.900982272,4.334812905,4.4,112.093,111.0702434,6.8,91.9447,91.66554672
2011 Texas A&M,9.8,15.3838,0.817790785,2.406404858,1.1,109.943,107.9427778,8.7,94.5593,94.73090527
2016 Texas A&M,13,21.8057,0.917602176,5.14741571,5.5,114.159,113.6737518,7.5,92.3528,92.18058034
2018 Texas A&M,10.8,16.9086,0.870143601,1.933339735,4.1,111.204,110.1850019,6.7,94.2949,93.38675895
2023 Texas A&M,11.7,18.2834,0.885139028,3.68423313,6.1,114.483,113.2468391,5.5,96.1997,94.82211851
2022 Texas A&M Corpus Chris,-3.7,-6.3107,0.322253271,-7.620967016,-2.6,96.9771,96.42364268,-1,103.288,102.863002
2023 Texas A&M Corpus Chris,-2,-0.225051,0.452731574,-6.049529016,0.8,107.367,104.4217481,-2.8,107.592,106.1579845
2014 Texas Southern,-3.4,-6.75033,0.342375774,-9.641486606,3.9,106.018,106.5569485,-7.2,112.768,112.7799131
2015 Texas Southern,-3,-3.8688,0.359454692,-4.300975683,-0.4,103.049,101.1690119,-2.6,106.918,106.3813249
2017 Texas Southern,-0.9,-3.66476,0.358996089,-4.408690826,1.3,103.622,101.3642164,-2.2,107.286,106.605054
2018 Texas Southern,-3.6,-7.659,0.286826318,-10.88364236,0.7,105.281,104.1909847,-4.3,112.94,112.7789593
2021 Texas Southern,-1.8,-6.05453,0.354170561,-4.350048185,-1.6,98.9834,97.9243638,-0.1,105.038,103.1758803
2022 Texas Southern,-0.4,-1.33245,0.449183067,-6.77174251,-2.5,98.1424,96.90572707,2.1,99.4749,98.63984763
2023 Texas Southern,-7.1,-9.71,0.249516312,-13.4900493,-5.4,96.5543,94.765987,-1.6,106.264,104.2890661
2016 Texas Tech,7.9,14.7244,0.820214861,1.254227348,2.8,113.846,112.4467164,5.1,99.1212,98.54334795
2018 Texas Tech,15.1,21.9424,0.922939591,4.694933535,5.8,114.03,112.8290652,9.3,92.0873,90.918471
2019 Texas Tech,18.8,26.7476,0.952702462,7.008085255,6.2,112.694,112.0703755,12.6,85.9468,86.31558076
2021 Texas Tech,14.4,20.9465,0.907947933,0.923453648,6.5,112.362,111.4877577,7.9,91.4155,91.36713683
2022 Texas Tech,16.5,24.641,0.942768917,6.57205925,6,109.701,109.0910298,10.5,85.0595,85.50325891
2017 Troy,2,2.67571,0.543901809,-8.090012812,3.4,109.892,108.5815525,-1.4,107.217,106.9318706
2014 Tulsa,4.2,9.33939,0.730888217,-3.450054076,1.8,105.972,106.1234536,2.4,96.6323,97.29249785
2016 Tulsa,7.1,11.788,0.747489236,-1.068870701,4.1,111.352,109.1925337,3,99.564,99.35921621
2011 UAB,7.5,12.5184,0.799687355,-0.069285311,1.3,108.63,107.8263829,6.2,96.1119,95.59732593
2015 UAB,0.5,2.82779,0.540846696,-7.236795064,1.9,104.585,101.8451155,-1.3,101.758,100.4051905
2022 UAB,9.2,14.0333,0.807780862,-0.10325094,5.5,112.489,111.103851,3.8,98.456,98.0645382
2017 UC Davis,-2.9,-4.75235,0.409973849,-7.491112105,-3.4,97.8508,97.73849702,0.5,102.603,100.8822584
2015 UC Irvine,5.3,6.85898,0.707321137,-4.313851827,1.3,105.818,105.0285566,4,98.9592,97.27101774
2019 UC Irvine,5.5,9.46217,0.723385062,0.932216159,1.1,106.606,105.5078123,4.4,97.144,97.04670623
2010 UC Santa Barbara,1.2,2.37748,0.579084051,-4.001454596,-1.2,100.038,99.27975114,2.3,97.6604,96.56354084
2011 UC Santa Barbara,0.9,4.10161,0.58184937,-6.679720532,-1.3,103.503,102.1702615,2.3,99.4018,99.2768922
2021 UC Santa Barbara,8.1,12.2317,0.792094336,0.120201344,5.2,109.242,108.0817496,2.9,97.0104,96.21402922
2023 UC Santa Barbara,2.3,6.6422,0.622597413,-1.513626926,2.9,111.335,108.6685995,-0.6,104.693,104.0398003
2019 UCF,10.5,14.5761,0.874167365,2.167617414,4.5,110.31,111.1315253,6,95.7335,93.89385334
2008 UCLA,18.9,30.5753,0.966422372,10.76695895,7.9,118.735,116.3507808,10.9,88.16,86.87394963
2009 UCLA,13.7,25.1136,0.947174431,4.519571136,10.4,119.973,119.8905693,3.3,94.8599,93.27764301
2011 UCLA,6,13.7419,0.82762013,1.308903508,3.3,107.561,106.9167965,2.7,93.8189,93.28215926
2013 UCLA,7.8,15.1624,0.855323585,3.339946984,8.8,111.467,110.8970841,-1,96.3046,95.01954248
2014 UCLA,13.8,22.2575,0.909426415,4.574322637,12,118.14,118.4700077,1.8,95.8826,96.93895399
2015 UCLA,4.8,14.1346,0.812640721,-0.049037814,5.8,112.266,110.1301362,-1,98.1315,96.93831084
2017 UCLA,16.8,22.9515,0.915097561,6.65685674,14.4,122.757,121.6442224,2.4,99.8057,98.9247066
2018 UCLA,8.1,14.3834,0.805113848,-0.030404553,6.9,116.447,114.3389698,1.3,102.063,101.0700362
2021 UCLA,11.4,15.9175,0.878941077,2.641802367,8.1,113.403,114.2508516,3.3,97.4859,96.15970052
2022 UCLA,16.2,24.8472,0.932542253,5.055118115,9.2,116.076,115.1370671,6.9,91.2287,91.62824404
2023 UCLA,17.8,27.6323,0.951383321,8.403243105,7.6,114.875,113.1833449,10.2,87.2423,87.39207856
2008 UMBC,2.3,4.10027,0.578134488,-2.964597648,4.5,113.762,111.2581235,-2.2,109.662,108.2508484
2018 UMBC,0.7,-1.9086,0.416971308,-4.862869151,-0.2,103.389,102.2965852,0.9,105.297,105.3223629
2011 UNC Asheville,0.9,2.393,0.483523465,-7.998425079,2.6,101.432,98.40868828,-1.7,99.0391,98.97448999
2012 UNC Asheville,5,4.96548,0.574749674,-3.228343256,8.6,109.605,107.1712049,-3.6,104.64,104.4001774
2016 UNC Asheville,2.7,4.21193,0.547318354,-6.145984138,0.8,103.529,101.101252,1.9,99.3166,99.44597695
2023 UNC Asheville,1.3,1.50642,0.466848523,-1.862200842,-0.1,104.141,101.2242144,1.4,102.635,102.3999159
2018 UNC Greensboro,6.1,9.0562,0.697354014,-1.584393868,0.1,105.672,103.3538735,6,96.6156,96.11771105
2021 UNC Greensboro,5.4,8.15332,0.620059966,-3.365282212,1.1,104.118,101.6020533,4.3,95.9651,97.36552555
2016 UNC Wilmington,4.3,9.25855,0.705794744,-0.601023461,4.6,110.051,108.5848496,-0.4,100.792,100.6290382
2017 UNC Wilmington,7.6,12.3867,0.784553978,1.522263829,8,117.706,116.8499135,-0.4,105.319,104.4289859
2008 UNLV,8.6,13.6193,0.83749986,2.216456967,2.6,110.183,108.2380277,6,96.5636,93.85457226
2010 UNLV,10.8,17.2431,0.8793775,1.016388515,5.9,109.859,109.2112315,4.9,92.6156,91.88525486
2011 UNLV,12.2,18.7696,0.89858508,2.822162174,5.9,110.321,109.5956111,6.4,91.5518,90.6578816
2012 UNLV,10.1,16.0655,0.875293004,2.82542625,8.9,109.975,109.2966545,1.2,93.9097,92.26113929
2013 UNLV,10.8,17.2254,0.877051303,1.831494049,5.6,106.858,105.5973546,5.2,89.633,89.01289905
2008 USC,12,19.9654,0.899416573,3.62554663,4.9,110.663,108.20153,7.1,90.6973,89.43344719
2009 USC,9.8,17.6587,0.88874775,2.456664979,2.3,109.428,107.936402,7.5,91.7696,90.09326167
2011 USC,7.9,14.3669,0.838410199,-1.714202516,-0.6,108.303,107.0346025,8.4,93.9363,92.75697623
2016 USC,7.3,14.7848,0.847101207,0.227061289,7.7,113.901,113.7764711,-0.4,99.116,98.03870569
2017 USC,7.8,12.3407,0.782922111,1.287679823,6.2,112.508,111.0767908,1.6,100.168,99.35268015
2021 USC,14.3,22.2245,0.932044328,5.545134577,7,112.883,113.3080473,7.3,90.6583,90.23454954
2022 USC,9.8,14.4494,0.816044903,4.089435289,4.8,110.473,109.2778441,5,96.0232,95.99996063
2023 USC,8.6,15.6327,0.832147391,2.073756898,4.3,113.122,110.7631659,4.3,97.4891,96.36890222
2008 UT Arlington,-1.5,-1.99751,0.437943899,-7.007981008,0.8,101.14,99.05481842,-2.4,103.138,101.2274549
2009 Utah,6.7,19.0381,0.885214771,2.758092477,3.6,110.948,109.9758071,3.1,91.91,92.07730087
2015 Utah,16.2,26.9035,0.9515224,3.654636784,5,116.433,115.1209162,11.3,89.5299,88.86486216
2016 Utah,10.1,18.1129,0.874525299,5.674995514,6.3,115.673,115.2414686,3.9,97.5601,97.33872105
2009 Utah St.,6.7,15.293,0.825129436,2.569054735,2.8,117.04,115.1372829,3.9,101.747,100.6060748
2010 Utah St.,12.8,21.2893,0.901045788,-0.200549594,4.1,116.361,115.1648246,8.7,95.0722,95.03889219
2011 Utah St.,11.4,20.1997,0.895023698,3.829921935,2.9,110.413,109.2566758,8.5,90.2135,90.68047483
2019 Utah St.,8.9,16.6198,0.845942371,2.244193507,4.5,112.966,111.1939064,4.4,96.3467,95.88770815
2021 Utah St.,8.5,16.51,0.861368354,-1.128843676,1.7,105.729,104.3646588,6.7,89.2192,89.03659473
2023 Utah St.,9.4,18.8814,0.868619006,2.948948246,6.8,117.762,115.5270536,2.6,98.8807,98.02876746
2010 UTEP,10.5,17.5793,0.886782285,2.266343955,6.3,107.504,107.0382367,4.2,89.9248,89.49695998
2011 UTSA,-4.8,-5.19344,0.399896977,-9.077459356,-1.9,101.474,101.1333828,-2.9,106.668,104.7666433
2013 Valparaiso,7,11.9193,0.7561831,-0.596450314,3.9,111.066,107.8336399,3.1,99.147,97.72589173
2015 Valparaiso,5.7,10.9697,0.775727673,0.395851668,0.6,106.629,105.0346196,5.1,95.6594,94.2906601
2008 Vanderbilt,8.4,13.5159,0.831231438,3.771045062,10,112.598,111.5994033,-1.6,99.0821,97.15172863
2010 Vanderbilt,12.7,17.5253,0.881184374,3.259861273,9.2,113.609,113.2983304,3.4,96.0838,95.18193594
2011 Vanderbilt,12.7,17.437,0.879479938,1.800176077,9.1,115.206,114.4331021,3.5,97.7687,96.27060631
2012 Vanderbilt,12.6,20.3275,0.914154225,4.029662007,8.2,114.775,113.925774,4.4,94.4476,92.74521358
2016 Vanderbilt,13.6,19.9195,0.918728963,-0.375128508,6,114.458,114.5772533,7.6,94.5381,92.79216568
2017 Vanderbilt,10.2,16.2376,0.879425142,0.119061994,5.5,112.303,112.7683577,4.7,96.065,94.87434932
2009 VCU,8.8,12.7601,0.806750994,-2.123490784,5,109.286,107.9140553,3.8,96.5255,95.30394141
2011 VCU,8.2,8.74997,0.711957803,-1.929896214,6.6,109.563,108.7839148,1.6,100.813,100.5520507
2012 VCU,8.2,12.6331,0.82070135,2.319336337,2.7,107.166,106.1137928,5.5,94.5327,92.96675077
2013 VCU,14.4,19.3295,0.917231716,2.709429424,9.6,113.747,113.3699379,4.8,94.4178,91.97330906
2014 VCU,13,20.2135,0.891476392,3.699690511,6.8,108.679,107.7898668,6.2,88.4655,89.75295389
2015 VCU,12,16.5157,0.846627871,3.148876129,8.3,110.62,108.9844232,3.7,94.1043,93.93931234
2016 VCU,10.6,16.2152,0.877470818,0.030197162,5.6,110.984,111.3715905,5,94.769,93.84846889
2017 VCU,9.7,14.3025,0.799952174,1.335013046,3.5,110.018,107.847039,6.2,95.716,95.60188832
2019 VCU,10,15.6895,0.886705371,1.361885911,0.1,104.312,103.9652303,9.9,88.6222,86.93334272
2021 VCU,8.2,15.9115,0.850779748,1.016890162,0.8,105.49,104.2065413,7.4,89.5783,89.56880392
2023 VCU,8.7,13.1498,0.784717547,0.973177025,1.1,107.195,104.1849978,7.7,94.0449,93.10249023
2010 Vermont,2.2,3.12414,0.555233747,-4.879375704,1,103.697,101.2785754,1.2,100.573,99.34358818
2012 Vermont,3.1,4.2234,0.571266113,-5.358542285,-0.4,104.447,102.4862732,3.5,100.224,99.96006123
2017 Vermont,9,11.8847,0.767431425,0.711264601,4.7,110.832,109.2679276,4.3,98.9477,98.49331294
2019 Vermont,7.9,8.72064,0.734738552,-0.753870859,4.3,107.949,107.214747,3.6,99.2286,98.12504215
2022 Vermont,10,13.0669,0.777452005,-0.770327608,6.7,110.775,108.6342146,3.2,97.7084,97.43780838
2023 Vermont,4.2,5.42124,0.677065406,-3.826278569,4.1,109.778,107.9495528,0.1,104.357,101.2192069
2008 Villanova,9,12.9811,0.809211667,0.343249066,5.6,108.903,107.6683649,3.4,95.9216,94.95591056
2009 Villanova,15.9,21.7081,0.919050458,6.03285448,10.5,113.638,112.4293947,5.3,91.9303,91.01854232
2010 Villanova,15,22.9755,0.9229598,5.492601187,14.5,118.572,118.0364519,0.6,95.5965,95.11227026
2011 Villanova,12.4,18.299,0.884552495,1.362734979,7.1,114.746,114.1762995,5.2,96.4465,95.64822492
2013 Villanova,7.8,13.6158,0.835874715,0.303394288,4.1,106.057,105.021829,3.7,92.4411,91.15999646
2014 Villanova,16.2,25.2627,0.929157936,8.36330457,8.7,117.154,116.0598932,7.5,91.8909,92.78596976
2015 Villanova,19.3,30.9562,0.960836677,11.22742574,10.8,122.473,120.6641892,8.5,91.5163,91.35426559
2016 Villanova,19.9,26.7471,0.959081138,8.955608289,8.9,118.299,118.9098605,11,91.552,90.38437611
2017 Villanova,20.3,30.7772,0.963585247,11.06821308,11.9,122.753,122.2116168,8.4,91.9756,91.91936832
2018 Villanova,22.8,31.4091,0.966362646,10.58768323,15.5,127.384,127.5085611,7.3,95.9749,95.22019293
2019 Villanova,12.5,18.7745,0.85469132,3.728959287,8.5,116.973,115.1387841,4,98.1987,98.6977047
2021 Villanova,15.1,22.6184,0.907657349,3.05960611,10.9,118.602,118.5041555,4.2,95.984,97.14658274
2022 Villanova,17.6,24.1107,0.934504677,7.288447022,10.7,117.95,117.1417918,6.8,93.8397,92.96762987
2012 Virginia,11,17.3633,0.881340728,1.965220054,-3.1,106.186,104.320554,14,88.8224,87.62831878
2014 Virginia,16.4,26.4285,0.94526344,8.232990469,0.2,113.85,113.2158478,16.1,87.4218,88.37268729
2015 Virginia,19.6,30.8885,0.971377151,9.921541443,1.9,115.318,113.2149061,17.7,84.4292,83.33001022
2016 Virginia,18.6,29.0952,0.953239377,8.65078303,3.4,120.224,119.4822212,15.2,91.1288,91.92829975
2017 Virginia,17.2,26.6671,0.96047845,4.99030022,5.8,113.686,114.1138168,11.4,87.0194,86.46624702
2018 Virginia,20.2,32.1527,0.970844056,11.25664978,7,116.528,115.0286521,13.2,84.3753,84.80500364
2019 Virginia,23.2,35.6552,0.976177615,11.0924497,12.2,123.571,122.5692717,11,87.9163,88.74837763
2021 Virginia,13.9,22.6542,0.910203954,3.519309535,8,115.637,114.8608889,5.8,92.9824,93.90835129
2023 Virginia,11.9,16.4114,0.871734206,4.104574752,5,111.166,110.3959781,6.9,94.7544,93.45050796
2017 Virginia Tech,8.8,14.9395,0.83606678,3.332051013,7.8,117.358,116.4665524,1,102.419,101.0818185
2018 Virginia Tech,11.2,16.6388,0.850338888,1.343053615,8,115.016,114.2475036,3.2,98.3773,98.22894859
2019 Virginia Tech,16.5,24.4696,0.929957535,5.007214263,9.9,118.433,118.030589,6.7,93.9634,94.2613287
2021 Virginia Tech,9.6,15.2207,0.834198054,0.886435335,5.1,110.048,108.7647949,4.5,94.8276,94.50890516
2022 Virginia Tech,13.2,17.8634,0.897856595,1.735945679,8.3,114.268,114.6901755,5,96.4045,94.93788496
2009 Wake Forest,12.9,20.299,0.911359903,5.164050924,11.7,111.358,110.2914417,1.2,91.0587,90.06097052
2010 Wake Forest,9.5,14.8954,0.853962923,1.046097671,6.4,106.69,106.3253119,3.1,91.7943,91.18913797
2017 Wake Forest,10.7,17.2722,0.887273164,1.286389793,10.1,120.873,121.3501644,0.7,103.6,101.4202588
2009 Washington,11.8,21.9358,0.920580069,4.942375639,11.8,112.741,111.5171016,-0.1,90.8054,90.11731635
2010 Washington,11.4,17.9107,0.88395916,1.201575168,10.8,111.513,111.2864324,0.5,93.6021,93.27432264
2011 Washington,13.5,22.2141,0.918173211,1.741969286,13.7,116.488,116.8849563,-0.2,94.2736,94.72219203
2019 Washington,8.7,13.3669,0.810058163,3.289474462,2.3,106.98,105.9668937,6.4,93.6134,93.4107106
